path,bytes,sha256
outputs/ccfa_protocol_llmseceval_qwen05_seed7_full_gatefix_20260706/llmseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed7/streaming_task_outcomes.csv,350034,5b00135326c3e68a16d345853a087fbed0d8aa579b290546dbaed643d4adcc43
outputs/ccfa_protocol_llmseceval_qwen05_seed7_full_gatefix_20260706/llmseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed19/streaming_detail.csv,10645860,e72630f240b955d984b2b1dbb27772b1e4206268efd8c603c17fe94b82b75cf4
outputs/ccfa_protocol_llmseceval_qwen05_seed7_full_gatefix_20260706/llmseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed31/streaming_detail.csv,10459142,52390c0fa89f0d2ffc6412f241d9fb674a0071bdac4d019fe97b5fcc02bd89f0
outputs/ccfa_protocol_llmseceval_qwen05_seed7_full_gatefix_20260706/llmseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed43/streaming_detail.csv,10523863,bc49ead93fd5ab60b1065dee684edde0402f4c982c627169c49e1e02eb0ce9f1
outputs/ccfa_protocol_llmseceval_qwen05_seed7_full_gatefix_20260706/llmseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed59/streaming_detail.csv,10515093,cd420d1c7f6c97f619fa8bb7478fe375cb90ede8777b2f8c75f0337718c1d599
outputs/ccfa_protocol_llmseceval_qwen05_seed7_full_gatefix_20260706/llmseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed7/streaming_detail.csv,10399693,ca1bba0ba361750700a955f7c5c213d61e90151588703fc1add6f447bc6f63e3
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/completion_cache.csv,1708427,8b1de7295f08e19ea509ed676f47465ba2309122fbd9794125d8910c7f8c9c85
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/streaming_merged_summary.csv,18587,bf2e576959c33c906defc134f352802a4b18f9c17adc1ddf4370fa6216f43e94
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/streaming_merged_summary_agg.csv,3710,d56bc414412eb2932d68540f08eaeb7706bc64f526caa8f068daf01aaa064c0f
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_summary.csv,3942,dfec4bce7936ed1921734222bba9d60b9ed958faedad01e7b33c39dd76050d8d
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_summary.csv,3941,e7750a1c596eccb1cde29ee21aa68fbdbf4d8afa18fdbb294a9a4a88bf2d9e06
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_summary.csv,3954,2d354cabc4aa9db427f8e65ee034d099298415052bb8b575512400a8e4d346ef
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_summary.csv,3911,c63b55a8003434c5d418e319542f344311109010cda97ce91b1debf611e1a890
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_summary.csv,3875,3347ff9c42191fbca37a7edadac9f242dd56f70a0ee6f4a210e2a95f9e8289cd
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_task_outcomes.csv,308467,20dd3a6113da41b0a93b0a7e8d49fbb52459182170b124201074ecfc94391771
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_task_outcomes.csv,308473,cec4792e73f41437c364f25b77d958dbd7dbcb820edb89efd86fe387b832915a
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_task_outcomes.csv,308476,4634a02edf1f6dd1f160f148fb4d2056cfb11dc3e48fc16408ce37ee66228bd0
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_task_outcomes.csv,308466,3bba800113fdbbc82a00174913e02c211d7fac14a8915ba7b1433fb94b5c44e0
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_task_outcomes.csv,306301,f8f2b475d9a35497fcfe5e2a56d15a0160eccb9e5c8dab43488aee9cc94ce4b5
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_detail.csv,6444124,c07f1e9f2e98468a6c5cc1118c0356c8f8a0c58a1ed0333961d55ea7c8790a69
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_detail.csv,6394048,0f9c68dec48e7297b03f4433aa8e499328a8f4bc1f67d5bd7c5a49813ba36f01
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_detail.csv,6491452,23b6e856a49a502fc4ea63c56719e63bd053fff5136a8ce54e2b144fb9e056bc
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_detail.csv,6369781,556a0ffae84b6925cd070a4cc88355bbeb42aaad8e66895594b1439843bd5c2a
outputs/ccfa_protocol_securityeval_qwen15_5seed_full_gatefix_20260707/securityeval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_detail.csv,6442602,f788334b1adc78708af3c9c5ca028f099c4db1e8476184f633cc47c738fc9909
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/completion_cache.csv,706804,19bc4c07ba93578df5805abcc0850c4c2936eb0da0b861b421558945bfbb2744
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/streaming_merged_summary.csv,6076,6863ea4afad5192227dd3070531694bc930b2bcfde9621a8ec163d2844da6626
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/streaming_merged_summary_agg.csv,1321,763d9a6d4c2f6871a57891c0c0c271065dfb76daefdef9aedc6c9de7860e4782
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_summary.csv,1425,827c032739e930ab0e50ad50e4f01b093a257241c8c33da0955393af4d14e599
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_summary.csv,1387,824bf21de606b0494fc929c4b5c6c68e3fa5c2bf0fce75305a1092cd286563b3
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_summary.csv,1451,dfca3a490458d28f2c0a74b08dd63fa3e21ee2c5dc261e0cf00368e6162850e4
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_summary.csv,1455,e70c30e6b902ddf038cd797dd148cbad70f1da6f46cdfe47186164bd20984f53
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_summary.csv,1394,50ded0e8422eeab2e0c645713be3afa229ccf3016d53470561ded28ce442ebaa
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_task_outcomes.csv,119069,771cf23e5f52bb05472f32e1f1a13711aea769620ff96a590c0e4911eeb7137c
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_task_outcomes.csv,119063,a27c4a726c3d5971c73913342226b1fbe1a032aeb8cac18fe784aa54401dab33
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_task_outcomes.csv,119066,eee8ceb0256ded579c15839889b47e3fc5f794a9f50cd67acf1dcbe8a1606902
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_task_outcomes.csv,119068,37e1176354e6513a71f20d5978263f3bf303fb162763cb7d0625c000fde5c1dc
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_task_outcomes.csv,118167,6625ac25c480d9e0f024f28975477214bcf0769e24629494d91739ae243457fc
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_detail.csv,2204969,87ececaeb29f70acf9b18631a37c9868b5f799c4a694f68e59f916a7f09fabc4
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_detail.csv,2200841,f9fa75704a12f8563497de6a056262582ca978132a77644055a30ecf280d070f
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_detail.csv,2180037,0bbeb3bdaa6b2d85a02e8707ca83575d7c5297772443679272d4595f23373529
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_detail.csv,2209720,39cfff1a5ccb4c34ea3cc6dabc0e7d68216fd95b6490a5de8d76871a9f6355c8
outputs/ccfa_protocol_llmseceval_qwen15_2method_5seed_batched_20260707/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_detail.csv,2152724,44307dd826f2bd527963551d6117e8535604cc6712b2d9fd20a1b6c99ba93cb8
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/completion_cache.csv,2281955,5968deb1bbb9f7732b967540eb4bc1578c69f75e6a5154e6e8d64e978f8424bc
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/streaming_merged_summary.csv,14325,006008528bfc4059a8332d912a34a614afa4d0de3aaced2bef0aeca59541c18d
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/streaming_merged_summary_agg.csv,2978,bba37260dde0a02575baa3162cc634b4a50e3c056f8bb8679eeb15fc51230e6a
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_summary.csv,3173,4fb645b6361e9a00da7626c1afe0fbf9458c7aae920aa6ac7ef5bed77fb8b8fe
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_summary.csv,2965,869de338044d0ea865f5ab48b1333c0fe1e62aa3857c12e6445361c45d619497
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_summary.csv,3184,06fc0c9712dc506746b8db621ce03429719cc6f21c6f7b5712f6d8cb9e453a00
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_summary.csv,2979,47b1ba4931cdb31b5038e9d3b9cc7dda9340ed40e6a7c2553a791bf4084809ff
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_summary.csv,3060,52ed8bd3e199a409b80812809d415631ca7b5966c00b783f88f9a6b3a3edef1d
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_task_outcomes.csv,292091,eb45731e75b6c742a26b97226480c18adfbc59d56f2077290572ab3a646ab909
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_task_outcomes.csv,292091,97ccb9a25a1ce464d289d9f6c831b4f468957b4dad22635719470211bcdfcfcf
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_task_outcomes.csv,292069,fe817e8ec32c77d9d839deeb4427519d0e00fd7e62c8a0c65d8bae50eb8bc3c6
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_task_outcomes.csv,292068,7648cad302f7c0fcb3ddcd2006cd15df880a512d432cdb0aa08b1c56b31217ee
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_task_outcomes.csv,289815,7f8637f99752d649cdef8157d3215bbcdb471ec5389fbb6e1a114833dabc2719
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed19/streaming_detail.csv,8994981,6faa8350d6acfff1fa979c1d60d7a71bea6b1538fc1d7867e5b39d8de23801e0
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed31/streaming_detail.csv,8986923,bd3486fa8443c9436bbb5c9907fcc8e7c3d534da940f680bb5daa9052a130ce7
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed43/streaming_detail.csv,8950420,d016448333de2a68a40596c5d3f2eb308efbf65c25f731efbf1f661fb438ceb6
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed59/streaming_detail.csv,8925386,66c754e5e7b59c6925589862cc368df55513e994b409e36c7ec05d2a94733423
outputs/ccfa_protocol_llmseceval_qwen15_strong_baselines_20260708/llmseceval_Qwen_Qwen2.5-Coder-1.5B-Instruct_seed7/streaming_detail.csv,8787644,e140dcf5634e882ab980ba10f88edb175849f5fe1fa457577b7f200512c6abe1
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/completion_cache.csv,1667361,d51a380fb514fffd7fa1cc7c43cf1f1ac4d43ec23f107fbdcf5c7583641e52cb
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/streaming_merged_summary.csv,11734,dd4733b10ea2c1e00356ac21af1c490316ae6c76c92d1abe5b7b96d0ccf3cc2b
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/streaming_merged_summary_agg.csv,2488,6803ce66f5c9f9649b5618664f90770f70ec9091508821a682454c1817eca06a
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed19/streaming_summary.csv,2562,e1650c2f39205052df18e14d79ac006b3b03706a6395adc698a7052d2cb92609
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed31/streaming_summary.csv,2581,0496c838915a9d125dcf2aecd20ff76c780ff1e547af1082dbd0d0f64a0c0c6d
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed43/streaming_summary.csv,2468,a6af339c2b5be6da4de057e603c3ee7f5439c8bc1939af898fba0b7b60e3f2b3
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed59/streaming_summary.csv,2524,70fc31c0b1056e361362a2879eadbf4cd7406ba852ed33845323c237dcf81b35
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed7/streaming_summary.csv,2635,6fd4b680d0b9426549fb114b16fc28edb6c163f1bd6231a7ec1725800e57874a
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed19/streaming_task_outcomes.csv,197559,8b2b007d0b558c1c80c6aef9c1ff60530073d70c6d0e30e4e5c1d65e4b9b9c65
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed31/streaming_task_outcomes.csv,197559,bee3af40cb6a17d7a0fa152298567ece472e8f05e858957c9e1933b51c09a703
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed43/streaming_task_outcomes.csv,197559,da6161591780b1a2a1b230cc5a92a399785c468725620b9ca681d3c49d066e69
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed59/streaming_task_outcomes.csv,197559,d78fe8225704ed941d814981d1f4a6d5c87fa922cfcd94da070dea5e8d1886f6
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed7/streaming_task_outcomes.csv,196119,02fca06af721ba604c24d551a9981673ff7075793782777eb0e5bcc90d4c9f27
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed19/streaming_detail.csv,7124615,a89e6c9515f8b52ef32d9a969ebc0907c21e0444a72db134811e5dd4823dcd82
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed31/streaming_detail.csv,7140671,3a8c1cb81feb228147084674f201457cf297e0ec7b8fa1537765e93ee245c648
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed43/streaming_detail.csv,7143423,8974bedd5c3c23d8ad0a7c1ead8ab8edc3029b2c7a60e8f08b8edadfaf0cbc63
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed59/streaming_detail.csv,7161490,f97785a243f8b5808ca5472e24dac59b890a4df08ece8f3e68778ea50f9be31c
outputs/ccfa_protocol_cyberseceval_qwen05_120_5seed_strong_v2_20260708/cyberseceval_Qwen_Qwen2.5-Coder-0.5B-Instruct_seed7/streaming_detail.csv,7119220,98156825f49eb69a8daea31aebd37bb202c19a532f6aa2d2201e62c793c844f0
